STNID,NAME,CTRY,COUNTRY_NAME,ISO2C,ISO3C,STATE,LATITUDE,LONGITUDE,ELEVATION,BEGIN,END,YEARMODA,YEAR,MONTH,DAY,YDAY,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,I_FOG,I_RAIN_DRIZZLE,I_SNOW_ICE,I_HAIL,I_THUNDER,I_TORNADO_FUNNEL,EA,ES,RH,ELEV(M)
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-14,2011,3,14,73,3.8,24,-2.8,24,1023.4,24,22.3,24,15.6,24,4.2,24,6.7,9.8,7.2,*,1,*,0,G,NA,1,0,0,0,NA,NA,0.5,0.8,62.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-15,2011,3,15,74,1.9,24,-3.3,24,1031.6,24,30.6,24,16.1,24,3.5,24,8.8,NA,6.1,NA,-1.7,NA,0,G,NA,0,0,0,0,0,0,0.5,0.7,68.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-16,2011,3,16,75,3.3,24,0.5,24,1024.4,21,22.9,24,12.2,24,4,24,7.2,10.8,7,*,1.1,*,0,G,NA,1,1,0,0,0,0,0.6,0.8,81.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-17,2011,3,17,76,8.4,24,1.7,24,1017.7,24,16.7,24,15.1,24,3.6,24,5.7,7.7,17.2,NA,1.1,NA,13.72,G,NA,0,0,0,0,0,0,0.7,1.1,62.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-18,2011,3,18,77,13.5,24,1,24,1009.3,24,8.3,24,16.1,24,7.8,24,12.9,19.6,21.1,NA,3.3,NA,0,G,NA,0,0,0,0,0,0,0.7,1.5,42.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-19,2011,3,19,78,7.8,24,-1.1,24,1018,24,17,24,16.1,24,5.2,24,8.2,11.8,21.1,NA,2.2,NA,0,G,NA,0,0,0,0,0,0,0.6,1.1,53.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-20,2011,3,20,79,2.2,24,-7.1,24,1034.3,24,33.3,24,16.1,24,3.7,24,6.2,NA,8.9,NA,-1.1,NA,0,G,NA,0,0,0,0,0,0,0.4,0.7,50.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-21,2011,3,21,80,2.2,24,-2.3,24,1029.2,18,26.3,24,12.1,24,5,24,7.7,NA,5,NA,-1,NA,0,G,NA,1,1,1,0,0,0,0.5,0.7,72.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-22,2011,3,22,81,3.6,24,-0.6,24,1011,21,9.8,24,12.6,24,5.3,24,9.3,13.4,6.7,NA,1.1,NA,4.06,G,NA,1,0,0,0,0,NA,0.6,0.8,74,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-23,2011,3,23,82,2.3,24,-5.4,24,1011.8,24,10.8,24,16.1,24,3.8,24,5.7,NA,6.7,NA,0,NA,0,G,NA,0,0,0,0,0,0,0.4,0.7,56.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-24,2011,3,24,83,1.6,24,-4.1,24,1005.1,20,3.8,24,15.1,24,5.1,24,8.2,10.3,3.3,*,-1,*,0,G,NA,1,0,0,0,NA,NA,0.5,0.7,65.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-25,2011,3,25,84,2.2,24,-7.9,24,1010.1,24,9.1,24,15.3,24,4.4,24,7.7,11.3,7.2,NA,-1.1,NA,0.25,G,NA,1,0,0,0,NA,NA,0.3,0.7,47.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-26,2011,3,26,85,0.6,24,-14.6,24,1011.2,24,10.3,24,16.1,24,7,24,9.3,13.4,7.2,NA,-3.3,NA,0,G,NA,0,0,0,0,0,0,0.2,0.6,31,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-27,2011,3,27,86,1.3,24,-15.5,24,1010.5,24,9.6,24,16.1,24,6.9,24,10.3,13.9,7.2,NA,-3.3,NA,0,G,NA,0,0,0,0,0,0,0.2,0.7,27.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-28,2011,3,28,87,2.6,24,-15.7,24,1008.7,24,7.8,24,16.1,24,7.5,24,9.3,13.4,8.9,NA,-2.8,NA,0,G,NA,0,0,0,0,0,0,0.2,0.7,24.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-29,2011,3,29,88,4.3,24,-9.1,24,1013.4,24,12.5,24,16.1,24,5.8,24,9.3,11.8,9.4,NA,-2.1,NA,0,G,NA,0,0,0,0,0,0,0.3,0.8,37.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-30,2011,3,30,89,5.3,24,-6.1,24,1017.7,24,16.8,24,16.1,24,5.2,24,7.7,10.8,12.8,NA,0,NA,0,G,NA,0,0,0,0,0,0,0.4,0.9,43.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-03-31,2011,3,31,90,4.8,24,-0.3,24,1014,23,12.9,24,15.4,24,3.3,24,8.2,NA,12.8,NA,1.1,NA,0,G,NA,1,1,0,0,0,NA,0.6,0.9,69.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-01,2011,4,1,91,1.9,24,0.1,24,1000.5,16,996.8,24,5.8,24,6.8,24,11.8,16,6.7,NA,0.6,NA,19.05,G,NA,1,1,0,0,0,NA,0.6,0.7,87.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-02,2011,4,2,92,6.2,24,-1.1,24,993.6,23,992.2,24,16.1,24,6.7,24,9.8,13.4,11.7,NA,0.6,NA,1.27,G,NA,1,0,0,0,0,NA,0.6,0.9,59.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-03,2011,4,3,93,8.4,24,-6.3,24,1004.7,24,3.8,24,16.1,24,7.2,24,9.8,17,12.8,NA,3.3,NA,0,G,NA,0,0,0,0,0,0,0.4,1.1,34.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-04,2011,4,4,94,6.4,24,-1.6,24,1012.2,22,10.6,24,14,24,3.3,24,6.7,9.3,12.8,NA,2.8,NA,0,G,NA,1,0,0,0,0,NA,0.5,1,56.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-05,2011,4,5,95,10.7,24,8.6,24,993.9,16,992.9,24,10.8,24,6.1,24,12.4,17.5,17.8,NA,2.8,NA,9.65,G,NA,1,0,0,0,0,NA,1.1,1.3,86.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-06,2011,4,6,96,6.6,24,-5.1,24,1007.1,24,6.2,24,16.1,24,7.7,24,10.8,14.4,17.8,NA,2.2,NA,1.78,G,NA,0,0,0,0,0,0,0.4,1,43,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-07,2011,4,7,97,5.5,24,-2.2,24,1018.2,24,17.3,24,16.1,24,3.9,24,8.2,11.3,12.2,NA,1.1,NA,0,G,NA,0,0,0,0,0,0,0.5,0.9,57.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-08,2011,4,8,98,5.9,24,-2.6,24,1022.7,24,21.8,24,16.1,24,3.8,24,7.7,NA,8.9,NA,1.1,NA,0,G,NA,0,0,0,0,0,0,0.5,0.9,54.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-09,2011,4,9,99,7.8,24,-1.4,24,1021.1,24,20.2,24,15.6,24,4.3,24,8.8,NA,16.1,NA,1.7,NA,0,G,NA,0,0,0,0,0,0,0.6,1.1,52.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-10,2011,4,10,100,10.6,24,-3.5,24,1019.7,24,18.7,24,16.1,24,4.9,24,7.7,8.2,18.3,NA,1.7,NA,0,G,NA,1,0,0,0,0,NA,0.5,1.3,37,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-11,2011,4,11,101,13.5,24,8.6,24,1007.9,21,7.6,24,15.4,24,5.2,24,9.8,12.4,22.2,NA,4.4,NA,1.27,G,NA,1,0,0,0,0,NA,1.1,1.5,72.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-12,2011,4,12,102,14.9,24,6.2,24,1006.6,24,5.6,24,16.1,24,5.6,24,8.2,16,22.2,NA,8.3,NA,0.25,G,NA,0,0,0,0,0,0,0.9,1.7,56,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-13,2011,4,13,103,8,24,4.4,24,1018.7,21,17.8,24,9.7,24,5.7,24,9.8,13.4,10,*,6,*,7.11,G,NA,1,0,0,0,0,NA,0.8,1.1,78,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-14,2011,4,14,104,9.9,24,4.2,24,1012.8,24,11.5,24,12.4,24,4.5,24,7.7,11.8,17.8,*,6,*,29.21,G,NA,1,0,0,0,0,NA,0.8,1.2,67.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-15,2011,4,15,105,6.6,24,-2.7,24,1028.6,24,27.6,24,16.1,24,5.9,24,7.7,10.3,18.3,NA,2.8,NA,0.51,G,NA,0,0,0,0,0,0,0.5,1,51.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-16,2011,4,16,106,4.6,24,-1.6,24,1030.7,24,29.8,24,16.1,24,6.9,24,10.3,14.9,7.8,NA,2.2,NA,0,G,NA,0,0,0,0,0,0,0.5,0.8,64.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-17,2011,4,17,107,11.7,24,6.4,24,1005,20,3.1,24,12.7,24,8.8,24,11.3,16,17.2,NA,2.2,NA,25.91,G,NA,1,0,0,0,0,NA,1,1.4,70,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-18,2011,4,18,108,11.3,24,-2.4,24,1010.6,24,9.7,24,16.1,24,7.2,24,11.3,14.4,17.2,NA,6.7,NA,0.25,G,NA,0,0,0,0,0,0,0.5,1.3,38.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-19,2011,4,19,109,9.8,24,3.7,24,1017.6,22,16.9,24,15.9,24,3.3,24,6.2,9.8,16.1,NA,6.1,NA,0,G,NA,1,0,0,0,0,NA,0.8,1.2,65.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-20,2011,4,20,110,6.5,24,4.1,24,1016.5,20,15.5,24,10,24,4.1,24,7.2,NA,11.1,NA,5.6,NA,3.81,G,NA,1,0,0,0,0,NA,0.8,1,84.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-21,2011,4,21,111,8.8,24,-0.1,24,1014.4,23,12.7,24,10.6,24,6.8,24,13.4,18.5,13.3,NA,5.6,NA,0,G,NA,1,0,0,0,0,0,0.6,1.1,53.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-22,2011,4,22,112,6.9,24,-3.8,24,1029.2,24,28.2,24,16.1,24,5.1,24,9.3,11.8,13.3,NA,3.3,NA,0,G,NA,0,0,0,0,0,0,0.5,1,46.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-23,2011,4,23,113,7.3,24,2.7,24,1026.9,17,24.8,24,12.6,24,5,24,8.8,11.3,12.2,NA,3.3,NA,1.27,G,NA,1,0,0,0,0,NA,0.7,1,72.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-24,2011,4,24,114,16.8,24,10.3,24,1013.9,21,12.9,24,12.1,24,4.3,24,8.2,12.4,23.9,NA,3.9,NA,9.65,G,NA,1,0,0,0,0,NA,1.3,1.9,65.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-25,2011,4,25,115,12.2,24,8.9,24,1018.1,21,17.3,24,12.2,24,2.2,24,4.1,NA,23.9,NA,8.3,NA,0.76,G,NA,1,0,0,0,0,NA,1.1,1.4,80.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-26,2011,4,26,116,9.1,24,7.7,24,1017.4,14,16.2,24,3.5,24,3.3,24,7.7,NA,12.8,NA,7.8,NA,0.25,G,NA,1,0,0,0,0,0,1,1.2,91,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-27,2011,4,27,117,12.9,24,10.7,24,1015.7,12,14.9,24,6,24,3.2,24,9.3,11.3,26,*,8.9,*,0,G,NA,1,0,0,0,0,0,1.3,1.5,86.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-28,2011,4,28,118,19,24,16.7,24,1008.7,19,8.3,24,14,24,8.3,24,12.9,17,20.6,*,17.2,*,0.25,G,NA,1,0,0,1,0,NA,1.9,2.2,86.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-29,2011,4,29,119,18.5,24,8.9,24,1004.5,21,3.4,24,16.1,24,4.8,24,10.8,13.4,23.9,NA,14.4,NA,0.76,G,NA,0,0,0,0,0,0,1.1,2.1,53.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-04-30,2011,4,30,120,14.2,24,3.8,24,1013.6,24,12.7,24,16.1,24,4.9,24,7.7,11.3,23.9,NA,11.1,NA,0,G,NA,0,0,0,0,0,0,0.8,1.6,49.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-01,2011,5,1,121,10.7,24,2.9,24,1024.9,24,23.9,24,16.1,24,4.6,24,7.7,10.3,16.1,NA,7.8,NA,0,G,NA,0,0,0,0,0,0,0.8,1.3,58.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-02,2011,5,2,122,11.7,24,3.4,24,1024.6,24,23.6,24,16.1,24,3.8,24,8.8,NA,16.7,NA,6.7,NA,0,G,NA,0,0,0,0,0,0,0.8,1.4,56.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-03,2011,5,3,123,15.8,24,7.7,24,1020.4,24,19.4,24,16.1,24,4.5,24,8.8,10.8,22.2,NA,6.7,NA,0,G,NA,0,0,0,0,0,0,1,1.8,58.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-04,2011,5,4,124,16.1,24,12.6,24,1013.7,20,12.8,24,14.3,24,4.5,24,7.7,10.8,22.2,NA,12.2,NA,0,G,NA,1,0,0,0,0,NA,1.5,1.8,79.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-05,2011,5,5,125,11.1,24,5.1,24,1009.7,20,8.9,24,15.6,24,6,24,9.8,13.4,14,*,8,*,9.65,G,NA,1,0,0,0,0,NA,0.9,1.3,66.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-06,2011,5,6,126,14.1,24,-0.6,24,1011.6,24,10.7,24,16.1,24,6.9,24,9.8,13.4,22.2,NA,7.8,NA,0.25,G,NA,0,0,0,0,0,0,0.6,1.6,36.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-07,2011,5,7,127,14.7,24,7.8,24,1010.6,22,9.5,24,15,24,4.4,24,12.9,17.5,22.2,NA,7.8,NA,1.52,G,NA,1,0,0,1,0,NA,1.1,1.7,63.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-08,2011,5,8,128,11.9,24,9.2,24,1011.3,18,10.7,24,13.7,24,3.4,24,8.8,NA,21.1,NA,9.4,NA,7.62,G,NA,0,0,0,0,0,0,1.2,1.4,83.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-09,2011,5,9,129,14.2,24,4.3,24,1013.1,24,12.1,24,16.1,24,5.5,24,9.3,12.9,20,NA,9.4,NA,0,G,NA,1,0,0,0,0,NA,0.8,1.6,51.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-10,2011,5,10,130,12.9,24,5.8,24,1014.8,24,13.8,24,15.4,24,8.4,24,11.8,16,15.6,*,11,*,0,G,NA,1,0,0,0,0,NA,0.9,1.5,62,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-11,2011,5,11,131,11.9,24,8.1,24,1018.3,19,17.2,24,13.5,24,7.7,24,10.8,14.9,18.3,*,9,*,0.25,G,NA,1,0,0,0,0,NA,1.1,1.4,77.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-12,2011,5,12,132,12.8,24,6.2,24,1018.6,23,17.7,24,16.1,24,5.9,24,8.2,10.3,18.3,NA,9.4,NA,0,I,NA,0,0,0,0,0,0,0.9,1.5,64.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-13,2011,5,13,133,12.1,24,6.4,24,1015.3,24,14.3,24,16.1,24,2.9,24,6.2,NA,15,NA,8.3,NA,0,G,NA,0,0,0,0,0,0,1,1.4,68.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-14,2011,5,14,134,9.4,24,7.6,24,1011.9,21,11.1,24,8.5,24,3.1,24,5.1,NA,15,NA,7.2,NA,0,G,NA,1,0,0,0,0,0,1,1.2,88.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-15,2011,5,15,135,12.7,24,10.5,24,1007.3,17,6.2,24,10,24,3.7,24,6.2,NA,15,NA,7.2,NA,16,G,NA,1,0,0,0,0,NA,1.3,1.5,86.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-16,2011,5,16,136,9.7,24,8.1,24,1010.2,18,9,24,7.6,24,6.4,24,8.8,11.8,13.9,NA,8.9,NA,17.78,G,NA,1,0,0,0,0,NA,1.1,1.2,89.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-17,2011,5,17,137,9.1,24,7.9,24,1018.4,18,17.5,24,5.6,24,5.9,24,8.8,10.8,10,NA,8.9,NA,3.81,G,NA,1,0,0,0,0,NA,1.1,1.2,92.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-18,2011,5,18,138,10.7,24,10.1,24,1021.3,23,20.5,24,0.6,24,5.2,24,7.7,NA,12,*,8.9,*,4.32,G,NA,1,1,0,0,0,0,1.2,1.3,96.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-19,2011,5,19,139,12.3,24,11.4,24,1019.6,17,18.6,24,3.4,24,3.8,24,6.7,NA,16.1,NA,10,NA,9.14,G,NA,1,1,0,0,0,0,1.3,1.4,94.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-20,2011,5,20,140,13.1,24,11.6,24,1016.1,20,15,24,3.9,24,2.8,24,5.1,NA,18.3,NA,10.6,NA,4.83,G,NA,1,0,0,0,0,0,1.4,1.5,90.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-21,2011,5,21,141,13,24,11.7,24,1014.7,15,13.5,24,4.5,24,2.2,24,5.7,NA,18.3,NA,10.6,NA,0.25,G,NA,1,1,0,0,0,0,1.4,1.5,91.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-22,2011,5,22,142,10.3,24,7.6,24,1021.5,20,20.8,24,12.2,24,4.8,24,8.2,10.8,16.7,NA,8.9,NA,0,G,NA,1,0,0,0,0,NA,1,1.3,83.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-23,2011,5,23,143,11.9,24,9.7,24,1019.4,19,19.1,24,13.4,24,3.9,24,6.2,NA,16.1,NA,8.9,NA,2.03,G,NA,1,0,0,0,0,NA,1.2,1.4,86.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-24,2011,5,24,144,21.1,24,16.7,24,1007.8,22,7.1,24,14.5,24,5.9,24,9.3,13.9,27.8,NA,10.6,NA,5.08,G,NA,1,0,0,0,0,NA,1.9,2.5,76,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-25,2011,5,25,145,20.2,24,13.8,24,1011.2,24,10.3,24,16.1,24,4.6,24,6.7,NA,27.8,NA,16.1,NA,4.32,G,NA,0,0,0,0,0,0,1.6,2.4,66.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-26,2011,5,26,146,19.6,24,14.6,24,1014.6,22,13.7,24,15,24,3.9,24,7.7,11.3,27.2,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,1.7,2.3,72.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2011-05-27,2011,5,27,147,22.4,24,18.1,24,1014.3,19,13.3,24,10.9,24,4.4,24,8.2,9.8,30.6,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,2.1,2.7,76.7,3.3
